Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_Name,SRA Study,Submitter_Id,create_date,version,Library Name,sample_source
ERR8609963,OTHER,201,4250147444,PRJEB49334,SAMEA13000158,2107739679,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276648,SAMEA13000158,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000158,MHH373,ERP133829,MHH373,2022-03-21T13:07:00Z,1,MHH373,
ERR8609964,OTHER,201,2567877752,PRJEB49334,SAMEA13000159,1283665941,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276649,SAMEA13000159,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000159,MHH374,ERP133829,MHH374,2022-03-21T13:02:00Z,1,MHH374,
ERR8609965,OTHER,201,6241395083,PRJEB49334,SAMEA13000160,3143595002,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276650,SAMEA13000160,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000160,MHH375,ERP133829,MHH375,2022-03-21T13:15:00Z,1,MHH375,
ERR8609966,OTHER,201,3704721016,PRJEB49334,SAMEA13000161,1870141284,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276651,SAMEA13000161,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000161,MHH376,ERP133829,MHH376,2022-03-21T13:06:00Z,1,MHH376,
ERR8609967,OTHER,201,790336700,PRJEB49334,SAMEA13000162,399799012,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276652,SAMEA13000162,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000162,MHH377,ERP133829,MHH377,2022-03-11T04:48:00Z,1,MHH377,
ERR8609968,OTHER,201,2359615548,PRJEB49334,SAMEA13000163,1173232714,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276653,SAMEA13000163,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000163,MHH378,ERP133829,MHH378,2022-03-21T13:11:00Z,1,MHH378,
ERR8609969,OTHER,201,1883167048,PRJEB49334,SAMEA13000164,957364323,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276654,SAMEA13000164,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000164,MHH379,ERP133829,MHH379,2022-03-11T04:52:00Z,1,MHH379,
ERR8609970,OTHER,201,5343680888,PRJEB49334,SAMEA13000165,2689601588,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276655,SAMEA13000165,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000165,MHH380,ERP133829,MHH380,2022-03-21T13:15:00Z,1,MHH380,
ERR8609971,OTHER,201,4212078346,PRJEB49334,SAMEA13000166,2128668671,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276656,SAMEA13000166,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000166,MHH381,ERP133829,MHH381,2022-03-21T13:36:00Z,1,MHH381,
ERR8609972,OTHER,201,12847897066,PRJEB49334,SAMEA13000167,6474838002,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276657,SAMEA13000167,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000167,MHH382,ERP133829,MHH382,2022-03-11T05:16:00Z,1,MHH382,
ERR8609973,OTHER,201,3039225916,PRJEB49334,SAMEA13000169,1559266567,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276658,SAMEA13000169,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000169,MHH383,ERP133829,MHH383,2022-03-21T13:14:00Z,1,MHH383,
ERR8609974,OTHER,201,5955040404,PRJEB49334,SAMEA13000170,2993183836,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276659,SAMEA13000170,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000170,MHH384,ERP133829,MHH384,2022-03-21T13:24:00Z,1,MHH384,
ERR8609975,OTHER,201,2569295992,PRJEB49334,SAMEA13000171,1298084235,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276660,SAMEA13000171,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000171,MHH385,ERP133829,MHH385,2022-03-21T13:21:00Z,1,MHH385,
ERR8609976,OTHER,201,2673173795,PRJEB49334,SAMEA13000172,1363954115,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276661,SAMEA13000172,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000172,MHH386,ERP133829,MHH386,2022-03-21T13:11:00Z,1,MHH386,
ERR8609977,OTHER,201,4032790994,PRJEB49334,SAMEA13000173,2034512077,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276662,SAMEA13000173,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000173,MHH387,ERP133829,MHH387,2022-03-21T13:11:00Z,1,MHH387,
ERR8609978,OTHER,201,6404830087,PRJEB49334,SAMEA13000174,3219044453,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276663,SAMEA13000174,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000174,MHH388,ERP133829,MHH388,2022-03-11T05:04:00Z,1,MHH388,
ERR8609979,OTHER,201,7922802818,PRJEB49334,SAMEA13000175,3913637946,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276664,SAMEA13000175,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000175,MHH389,ERP133829,MHH389,2022-03-11T05:14:00Z,1,MHH389,
ERR8609980,OTHER,201,3285225324,PRJEB49334,SAMEA13000176,1623486653,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276665,SAMEA13000176,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000176,MHH391,ERP133829,MHH391,2022-03-21T14:41:00Z,1,MHH391,
ERR8609981,OTHER,201,4441247472,PRJEB49334,SAMEA13000177,2183942716,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276666,SAMEA13000177,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000177,MHH392,ERP133829,MHH392,2022-03-21T13:18:00Z,1,MHH392,
ERR8609982,OTHER,201,5975020905,PRJEB49334,SAMEA13000178,2948139895,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276667,SAMEA13000178,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000178,MHH393,ERP133829,MHH393,2022-03-21T13:27:00Z,1,MHH393,
ERR8609983,OTHER,201,2519263990,PRJEB49334,SAMEA13000179,1243916559,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276668,SAMEA13000179,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000179,MHH394,ERP133829,MHH394,2022-03-21T13:15:00Z,1,MHH394,
ERR8609984,OTHER,201,5480705232,PRJEB49334,SAMEA13000180,2692432968,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276669,SAMEA13000180,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000180,MHH395,ERP133829,MHH395,2022-03-21T13:10:00Z,1,MHH395,
ERR8609985,OTHER,201,3768926834,PRJEB49334,SAMEA13000181,1830966048,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276670,SAMEA13000181,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000181,MHH396,ERP133829,MHH396,2022-03-21T14:45:00Z,1,MHH396,
ERR8609986,OTHER,201,3648066699,PRJEB49334,SAMEA13000182,1805840633,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276671,SAMEA13000182,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000182,MHH397,ERP133829,MHH397,2022-03-21T13:15:00Z,1,MHH397,
ERR8609987,OTHER,199,3353049153,PRJEB49334,SAMEA13000183,1582547300,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276672,SAMEA13000183,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000183,MHH514,ERP133829,MHH514,2022-03-21T13:07:00Z,1,MHH514,
ERR8609988,OTHER,198,2583639791,PRJEB49334,SAMEA13000184,1231509931,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276673,SAMEA13000184,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000184,MHH515,ERP133829,MHH515,2022-03-21T13:12:00Z,1,MHH515,
ERR8609989,OTHER,199,2894826120,PRJEB49334,SAMEA13000185,1384317805,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276674,SAMEA13000185,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000185,MHH516,ERP133829,MHH516,2022-03-11T04:57:00Z,1,MHH516,
ERR8609990,OTHER,199,3105062854,PRJEB49334,SAMEA13000186,1510141447,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276675,SAMEA13000186,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000186,MHH517,ERP133829,MHH517,2022-03-21T14:46:00Z,1,MHH517,
ERR8609991,OTHER,199,2704305674,PRJEB49334,SAMEA13000187,1284523371,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276676,SAMEA13000187,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000187,MHH518,ERP133829,MHH518,2022-03-21T13:12:00Z,1,MHH518,
ERR8609992,OTHER,199,3405674224,PRJEB49334,SAMEA13000188,1625295180,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276677,SAMEA13000188,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000188,MHH519,ERP133829,MHH519,2022-03-21T13:16:00Z,1,MHH519,
ERR8609993,OTHER,199,3535247010,PRJEB49334,SAMEA13000189,1700102194,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276678,SAMEA13000189,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000189,MHH520,ERP133829,MHH520,2022-03-21T15:01:00Z,1,MHH520,
ERR8609994,OTHER,200,2262391018,PRJEB49334,SAMEA13000190,1066438758,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276679,SAMEA13000190,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000190,MHH521,ERP133829,MHH521,2022-03-21T14:38:00Z,1,MHH521,
ERR8609995,OTHER,194,7055664823,PRJEB49334,SAMEA13000191,3321909457,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276680,SAMEA13000191,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000191,MHH522,ERP133829,MHH522,2022-03-11T05:06:00Z,1,MHH522,
ERR8609996,OTHER,197,1716871086,PRJEB49334,SAMEA13000192,835123126,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276681,SAMEA13000192,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000192,MHH523,ERP133829,MHH523,2022-03-21T14:36:00Z,1,MHH523,
ERR8609997,OTHER,195,2741240862,PRJEB49334,SAMEA13000193,1361186386,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276682,SAMEA13000193,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000193,MHH524,ERP133829,MHH524,2022-03-11T04:56:00Z,1,MHH524,
ERR8609998,OTHER,200,3293815097,PRJEB49334,SAMEA13000194,1575413920,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276683,SAMEA13000194,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000194,MHH525,ERP133829,MHH525,2022-03-21T14:42:00Z,1,MHH525,
ERR8609999,OTHER,200,2749183349,PRJEB49334,SAMEA13000195,1321603366,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276684,SAMEA13000195,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000195,MHH526,ERP133829,MHH526,2022-03-11T04:55:00Z,1,MHH526,
ERR8610000,OTHER,198,3918616654,PRJEB49334,SAMEA13000196,1872788428,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276685,SAMEA13000196,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000196,MHH527,ERP133829,MHH527,2022-03-11T05:00:00Z,1,MHH527,
ERR8610001,OTHER,199,3230017736,PRJEB49334,SAMEA13000197,1549674438,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276686,SAMEA13000197,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000197,MHH528,ERP133829,MHH528,2022-03-21T14:39:00Z,1,MHH528,
ERR8610002,OTHER,199,6489810037,PRJEB49334,SAMEA13000198,3075890793,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276687,SAMEA13000198,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000198,MHH529,ERP133829,MHH529,2022-03-11T05:08:00Z,1,MHH529,
